"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SAN ROMAN (000)",60718,56685,311,13670,14905,10228,11069,4601,1587,314,4033,168664
"De 12 a 14 años (001)",67,34,5,27,2,,,,,,33,31
"De 15 a 19 años (002)",956,804,20,686,73,14,11,,,,152,918
"De 20 a 24 años (003)",6292,4725,56,3384,1051,181,45,8,,,1567,6266
"De 25 a 29 años (004)",8770,7516,42,3505,2743,900,307,13,6,,1254,13103
"De 30 a 34 años (005)",9164,8671,54,2291,3432,1807,963,116,5,3,493,19463
"De 35 a 39 años (006)",8506,8324,20,1346,2835,2066,1667,333,49,8,182,23004
"De 40 a 44 años (007)",7030,6881,20,762,1803,1724,1883,529,144,16,149,22480
"De 45 a 49 años (008)",5738,5677,23,545,1117,1263,1729,745,208,47,61,21140
"De 50 y más años (009)",14195,14053,71,1124,1849,2273,4464,2857,1175,240,142,62259
"PEA (010)",30586,28445,152,7106,7894,5188,5208,2034,723,140,2141,81721
"De 12 a 14 años (011)",7,6,,6,,,,,,,1,6
"De 15 a 19 años (012)",318,265,7,228,28,1,1,,,,53,291
"De 20 a 24 años (013)",2670,1959,22,1446,400,66,19,6,,,711,2560
"De 25 a 29 años (014)",4294,3528,20,1799,1197,370,130,7,5,,766,5934
"De 30 a 34 años (015)",4837,4509,25,1374,1807,826,421,54,1,1,328,9604
"De 35 a 39 años (016)",4767,4641,11,861,1699,1102,786,148,27,7,126,12188
"De 40 a 44 años (017)",4146,4064,16,502,1159,1024,1012,269,72,10,82,12689
"De 45 a 49 años (018)",3340,3311,17,359,719,775,940,372,106,23,29,11719
"De 50 y más años (019)",6207,6162,34,531,885,1024,1899,1178,512,99,45,26730
