"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUAYLAS (000)",46485,8157,926,23549,9151,973,1830,687,1212
"Hombres (001)",22818,2419,475,12092,5360,518,875,392,687
"Mujeres (002)",23667,5738,451,11457,3791,455,955,295,525
"PEA (003)",16819,2241,24,7553,3875,531,1288,368,939
"Hombres (004)",12259,1445,16,5888,3034,336,704,254,582
"Mujeres (005)",4560,796,8,1665,841,195,584,114,357
"Ocupada (006)",16097,2183,22,7237,3656,500,1242,351,906
"Hombres (007)",11691,1397,15,5632,2849,317,672,244,565
"Mujeres (008)",4406,786,7,1605,807,183,570,107,341
"Desocupada (009)",722,58,2,316,219,31,46,17,33
"Hombres (010)",568,48,1,256,185,19,32,10,17
"Mujeres (011)",154,10,1,60,34,12,14,7,16
"No PEA (012)",29666,5916,902,15996,5276,442,542,319,273
"Hombres (013)",10559,974,459,6204,2326,182,171,138,105
"Mujeres (014)",19107,4942,443,9792,2950,260,371,181,168
,,,,,,,,,
"URBANA (018)",15513,1035,261,5833,4573,699,1436,571,1105
"Hombres (019)",7545,224,133,2764,2510,354,630,309,621
"Mujeres (020)",7968,811,128,3069,2063,345,806,262,484
"PEA (021)",6988,336,9,1900,2121,412,1034,315,861
"Hombres (022)",4333,122,4,1182,1519,243,527,208,528
"Mujeres (023)",2655,214,5,718,602,169,507,107,333
"Ocupada (024)",6619,318,7,1799,1986,388,995,298,828
"Hombres (025)",4078,110,3,1120,1406,229,501,198,511
"Mujeres (026)",2541,208,4,679,580,159,494,100,317
"Desocupada (027)",369,18,2,101,135,24,39,17,33
"Hombres (028)",255,12,1,62,113,14,26,10,17
"Mujeres (029)",114,6,1,39,22,10,13,7,16
"No PEA (030)",8525,699,252,3933,2452,287,402,256,244
"Hombres (031)",3212,102,129,1582,991,111,103,101,93
"Mujeres (032)",5313,597,123,2351,1461,176,299,155,151
,,,,,,,,,
"RURAL (036)",30972,7122,665,17716,4578,274,394,116,107
"Hombres (037)",15273,2195,342,9328,2850,164,245,83,66
"Mujeres (038)",15699,4927,323,8388,1728,110,149,33,41
"PEA (039)",9831,1905,15,5653,1754,119,254,53,78
"Hombres (040)",7926,1323,12,4706,1515,93,177,46,54
"Mujeres (041)",1905,582,3,947,239,26,77,7,24
"Ocupada (042)",9478,1865,15,5438,1670,112,247,53,78
"Hombres (043)",7613,1287,12,4512,1443,88,171,46,54
"Mujeres (044)",1865,578,3,926,227,24,76,7,24
"Desocupada (045)",353,40,,215,84,7,7,,
"Hombres (046)",313,36,,194,72,5,6,,
"Mujeres (047)",40,4,,21,12,2,1,,
"No PEA (048)",21141,5217,650,12063,2824,155,140,63,29
"Hombres (049)",7347,872,330,4622,1335,71,68,37,12
"Mujeres (050)",13794,4345,320,7441,1489,84,72,26,17
