"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PAITA (000)",34602,1586,53,10746,12850,2442,3719,1177,2029
"Empleado (001)",6634,68,7,651,1959,732,1687,457,1073
"Obrero (002)",12444,491,14,3948,5659,766,944,279,343
"Trabajador independiente (003)",12513,864,20,4858,4220,796,914,333,508
"Empleador o patrono (004)",647,24,1,220,204,43,64,38,53
"Trabajador familiar no remunerado (005)",1757,97,8,839,575,67,73,56,42
"Trabajador del hogar (006)",607,42,3,230,233,38,37,14,10
"Hombres (008)",25894,1151,38,8311,10235,1717,2349,782,1311
"Empleado (009)",4018,38,5,447,1398,418,854,251,607
"Obrero (010)",10365,418,10,3261,4793,619,771,228,265
"Trabajador independiente (011)",9713,618,16,3788,3431,596,645,242,377
"Empleador o patrono (012)",527,21,1,180,169,37,44,32,43
"Trabajador familiar no remunerado (013)",1239,56,6,627,428,42,34,28,18
"Trabajador del hogar (014)",32,,,8,16,5,1,1,1
"Mujeres (016)",8708,435,15,2435,2615,725,1370,395,718
"Empleado (017)",2616,30,2,204,561,314,833,206,466
"Obrero (018)",2079,73,4,687,866,147,173,51,78
"Trabajador independiente (019)",2800,246,4,1070,789,200,269,91,131
"Empleador o patrono (020)",120,3,,40,35,6,20,6,10
"Trabajador familiar no remunerado (021)",518,41,2,212,147,25,39,28,24
"Trabajador del hogar (022)",575,42,3,222,217,33,36,13,9
,,,,,,,,,
"URBANA (024)",33112,1454,49,10013,12444,2387,3618,1158,1989
"Empleado (025)",6487,64,7,622,1905,724,1656,449,1060
"Obrero (026)",11870,448,11,3698,5477,738,899,271,328
"Trabajador independiente (027)",11922,789,19,4501,4108,780,892,332,501
"Empleador o patrono (028)",645,24,1,219,204,43,64,38,52
"Trabajador familiar no remunerado (029)",1598,87,8,752,522,65,70,55,39
"Trabajador del hogar (030)",590,42,3,221,228,37,37,13,9
"Hombres (032)",24583,1041,34,7655,9856,1676,2271,765,1285
"Empleado (033)",3907,35,5,423,1349,412,839,244,600
"Obrero (034)",9845,381,7,3034,4620,598,731,220,254
"Trabajador independiente (035)",9175,555,15,3460,3323,584,625,241,372
"Empleador o patrono (036)",525,21,1,179,169,37,44,32,42
"Trabajador familiar no remunerado (037)",1099,49,6,551,379,40,31,27,16
"Trabajador del hogar (038)",32,,,8,16,5,1,1,1
"Mujeres (040)",8529,413,15,2358,2588,711,1347,393,704
"Empleado (041)",2580,29,2,199,556,312,817,205,460
"Obrero (042)",2025,67,4,664,857,140,168,51,74
"Trabajador independiente (043)",2747,234,4,1041,785,196,267,91,129
"Empleador o patrono (044)",120,3,,40,35,6,20,6,10
"Trabajador familiar no remunerado (045)",499,38,2,201,143,25,39,28,23
"Trabajador del hogar (046)",558,42,3,213,212,32,36,12,8
,,,,,,,,,
"RURAL (048)",1490,132,4,733,406,55,101,19,40
"Empleado (049)",147,4,,29,54,8,31,8,13
"Obrero (050)",574,43,3,250,182,28,45,8,15
"Trabajador independiente (051)",591,75,1,357,112,16,22,1,7
"Empleador o patrono (052)",2,,,1,,,,,1
"Trabajador familiar no remunerado (053)",159,10,,87,53,2,3,1,3
"Trabajador del hogar (054)",17,,,9,5,1,,1,1
"Hombres (056)",1311,110,4,656,379,41,78,17,26
"Empleado (057)",111,3,,24,49,6,15,7,7
"Obrero (058)",520,37,3,227,173,21,40,8,11
"Trabajador independiente (059)",538,63,1,328,108,12,20,1,5
"Empleador o patrono (060)",2,,,1,,,,,1
"Trabajador familiar no remunerado (061)",140,7,,76,49,2,3,1,2
"Mujeres (064)",179,22,,77,27,14,23,2,14
"Empleado (065)",36,1,,5,5,2,16,1,6
"Obrero (066)",54,6,,23,9,7,5,,4
"Trabajador independiente (067)",53,12,,29,4,4,2,,2
"Trabajador familiar no remunerado (069)",19,3,,11,4,,,,1
"Trabajador del hogar (070)",17,,,9,5,1,,1,1
