"CUADRO Nº 15: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGIÓN QUE PROFESA",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia SECHURA (000)",15117,120,5401,5601,1697,514,214,53,5,,1512
"Catolica (001)",13203,99,4619,4946,1515,450,189,41,5,,1339
"Cristiana / Evangelica (002)",1583,18,643,553,148,53,22,10,,,136
"Otra (003)",204,1,77,70,22,6,3,2,,,23
"Ninguna (004)",127,2,62,32,12,5,,,,,14
,,,,,,,,,,,
"URBANA (006)",14239,109,5017,5342,1622,490,205,53,5,,1396
"Catolica (007)",12387,89,4262,4702,1447,429,180,41,5,,1232
"Cristiana / Evangelica (008)",1532,17,622,538,144,50,22,10,,,129
"Otra (009)",202,1,75,70,22,6,3,2,,,23
"Ninguna (010)",118,2,58,32,9,5,,,,,12
,,,,,,,,,,,
"RURAL (012)",878,11,384,259,75,24,9,,,,116
"Catolica (013)",816,10,357,244,68,21,9,,,,107
"Cristiana / Evangelica (014)",51,1,21,15,4,3,,,,,7
"Otra (015)",2,,2,,,,,,,,
"Ninguna (016)",9,,4,,3,,,,,,2
