"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia LA UNION (000)",15662,7383,1310,164,6809
"Menos de 1 año (001)",282,226,18,,38
"De 1 a 14 años (002)",5428,4107,358,26,938
"De 15 a 29 años (003)",2847,1124,177,35,1512
"De 30 a 44 años (004)",2983,878,434,41,1631
"De 45 a 64 años (005)",2535,654,217,39,1626
"De 65 y mas años (006)",1587,394,106,23,1064
"Hombres (008)",7814,3618,635,103,3459
"Menos de 1 año (009)",156,126,10,,20
"De 1 a 14 años (010)",2754,2111,174,10,460
"De 15 a 29 años (011)",1482,520,85,22,855
"De 30 a 44 años (012)",1446,365,183,33,865
"De 45 a 64 años (013)",1278,325,122,24,807
"De 65 y mas años (014)",698,171,61,14,452
"Mujeres (016)",7848,3765,675,61,3350
"Menos de 1 año (017)",126,100,8,,18
"De 1 a 14 años (018)",2674,1996,184,16,478
"De 15 a 29 años (019)",1365,604,92,13,657
"De 30 a 44 años (020)",1537,513,251,8,766
"De 45 a 64 años (021)",1257,329,95,15,819
"De 65 y mas años (022)",889,223,45,9,612
,,,,,
"URBANA (024)",7550,3430,969,102,3052
"Menos de 1 año (025)",129,109,12,,8
"De 1 a 14 años (026)",2552,1894,268,14,376
"De 15 a 29 años (027)",1502,609,115,29,750
"De 30 a 44 años (028)",1498,359,337,26,777
"De 45 a 64 años (029)",1168,281,173,18,697
"De 65 y mas años (030)",701,178,64,15,444
"Hombres (032)",3732,1697,446,65,1524
"Menos de 1 año (033)",67,59,6,,2
"De 1 a 14 años (034)",1304,1001,123,5,175
"De 15 a 29 años (035)",777,290,50,17,420
"De 30 a 44 años (036)",709,141,137,24,407
"De 45 a 64 años (037)",581,135,94,12,340
"De 65 y mas años (038)",294,71,36,7,180
"Mujeres (040)",3818,1733,523,37,1528
"Menos de 1 año (041)",62,50,6,,6
"De 1 a 14 años (042)",1248,893,145,9,201
"De 15 a 29 años (043)",725,319,65,12,330
"De 30 a 44 años (044)",789,218,200,2,370
"De 45 a 64 años (045)",587,146,79,6,357
"De 65 y mas años (046)",407,107,28,8,264
,,,,,
"RURAL (048)",8112,3953,341,62,3757
"Menos de 1 año (049)",153,117,6,,30
"De 1 a 14 años (050)",2876,2213,90,12,562
"De 15 a 29 años (051)",1345,515,62,6,762
"De 30 a 44 años (052)",1485,519,97,15,854
"De 45 a 64 años (053)",1367,373,44,21,929
"De 65 y mas años (054)",886,216,42,8,620
"Hombres (056)",4082,1921,189,38,1935
"Menos de 1 año (057)",89,67,4,,18
"De 1 a 14 años (058)",1450,1110,51,5,285
"De 15 a 29 años (059)",705,230,35,5,435
"De 30 a 44 años (060)",737,224,46,9,458
"De 45 a 64 años (061)",697,190,28,12,467
"De 65 y mas años (062)",404,100,25,7,272
"Mujeres (064)",4030,2032,152,24,1822
"Menos de 1 año (065)",64,50,2,,12
"De 1 a 14 años (066)",1426,1103,39,7,277
"De 15 a 29 años (067)",640,285,27,1,327
"De 30 a 44 años (068)",748,295,51,6,396
"De 45 a 64 años (069)",670,183,16,9,462
"De 65 y mas años (070)",482,116,17,1,348
