"CUADRO Nº 10: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR GRUPOS DE EDAD NORMATIVA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",TOTAL,"GRUPOS DE EDAD NORMATIVA",,,
,,"3 A 5 AÑOS","6 A 11 AÑOS","12 A 16 AÑOS","17 A 24 AÑOS"
,,,,,
"Provincia YUNGAY (000)",26553,3712,8192,6661,7988
"Asiste actualmente (001)",16358,1050,7432,5423,2453
"No asiste (002)",10195,2662,760,1238,5535
"Hombres (004)",13314,1877,4076,3355,4006
"Asiste actualmente (005)",8555,522,3695,2876,1462
"No asiste (006)",4759,1355,381,479,2544
"Mujeres (008)",13239,1835,4116,3306,3982
"Asiste actualmente (009)",7803,528,3737,2547,991
"No asiste (010)",5436,1307,379,759,2991
,,,,,
"URBANA (012)",5890,698,1582,1423,2187
"Asiste actualmente (013)",4326,349,1526,1311,1140
"No asiste (014)",1564,349,56,112,1047
"Hombres (016)",3078,359,820,716,1183
"Asiste actualmente (017)",2305,181,790,662,672
"No asiste (018)",773,178,30,54,511
"Mujeres (020)",2812,339,762,707,1004
"Asiste actualmente (021)",2021,168,736,649,468
"No asiste (022)",791,171,26,58,536
,,,,,
"RURAL (024)",20663,3014,6610,5238,5801
"Asiste actualmente (025)",12032,701,5906,4112,1313
"No asiste (026)",8631,2313,704,1126,4488
"Hombres (028)",10236,1518,3256,2639,2823
"Asiste actualmente (029)",6250,341,2905,2214,790
"No asiste (030)",3986,1177,351,425,2033
"Mujeres (032)",10427,1496,3354,2599,2978
"Asiste actualmente (033)",5782,360,3001,1898,523
"No asiste (034)",4645,1136,353,701,2455
