"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia VIRU",,,,,,,,,
"Viviendas particulares (001)",17228,8688,1495,227,239,4884,816,711,168
"Ocupantes presentes (002)",75638,39662,6287,910,1072,21226,3163,2717,601
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",15847,8011,1268,183,231,4636,773,583,162
"Ocupantes presentes (005)",71134,37329,5647,801,1052,20343,3030,2342,590
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",84,63,21,,,,,,
"Ocupantes presentes (008)",271,226,45,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",399,274,123,,,,,2,
"Ocupantes presentes (011)",1269,934,319,,,,,16,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",326,145,73,13,2,87,1,5,
"Ocupantes presentes (014)",1085,498,244,49,3,264,1,26,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",185,,,1,2,133,41,7,1
"Ocupantes presentes (017)",685,,,10,5,522,131,15,2
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",338,180,9,4,4,23,,113,5
"Ocupantes presentes (020)",1084,622,23,16,12,85,,317,9
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",23,15,1,,,5,1,1,
"Ocupantes presentes (023)",76,53,9,,,12,1,1,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",26,,,26,,,,,
"Ocupantes presentes (026)",34,,,34,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",12999,8258,1341,135,226,2237,61,615,126
"Ocupantes presentes (029)",58044,37691,5615,512,1010,10185,239,2343,449
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",11806,7582,1114,92,220,2124,59,494,121
"Ocupantes presentes (032)",54245,35373,4975,413,995,9829,237,1983,440
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",84,63,21,,,,,,
"Ocupantes presentes (035)",271,226,45,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",399,274,123,,,,,2,
"Ocupantes presentes (038)",1269,934,319,,,,,16,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",326,145,73,13,2,87,1,5,
"Ocupantes presentes (041)",1085,498,244,49,3,264,1,26,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",338,180,9,4,4,23,,113,5
"Ocupantes presentes (047)",1084,622,23,16,12,85,,317,9
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",20,14,1,,,3,1,1,
"Ocupantes presentes (050)",56,38,9,,,7,1,1,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",26,,,26,,,,,
"Ocupantes presentes (053)",34,,,34,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",4229,430,154,92,13,2647,755,96,42
"Ocupantes presentes (056)",17594,1971,672,398,62,11041,2924,374,152
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",4041,429,154,91,11,2512,714,89,41
"Ocupantes presentes (059)",16889,1956,672,388,57,10514,2793,359,150
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",185,,,1,2,133,41,7,1
"Ocupantes presentes (071)",685,,,10,5,522,131,15,2
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",3,1,,,,2,,,
"Ocupantes presentes (077)",20,15,,,,5,,,
"Otro tipo",,,,,,,,,
