"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia CHEPEN",,,
"Viviendas particulares (001)",18630,13425,5205
"Ocupantes presentes (002)",75772,55437,20335
"Casa independiente",,,
"Viviendas particulares (004)",17915,12838,5077
"Ocupantes presentes (005)",73372,53498,19874
"Departamento en edificio",,,
"Viviendas particulares (007)",134,134,
"Ocupantes presentes (008)",530,530,
"Vivienda en quinta",,,
"Viviendas particulares (010)",286,286,
"Ocupantes presentes (011)",889,889,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",173,144,29
"Ocupantes presentes (014)",558,446,112
"Choza o cabaña",,,
"Viviendas particulares (016)",99,8,91
"Ocupantes presentes (017)",350,30,320
"Vivienda improvisada",,,
"Viviendas particulares (019)",8,5,3
"Ocupantes presentes (020)",24,14,10
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",13,10,3
"Ocupantes presentes (023)",45,30,15
"Otro tipo",,,
"Viviendas particulares (025)",2,,2
"Ocupantes presentes (026)",4,,4
,,,
URBANA,,,
"Viviendas particulares (028)",15212,12845,2367
"Ocupantes presentes (029)",61946,53074,8872
"Casa independiente",,,
"Viviendas particulares (031)",14598,12267,2331
"Ocupantes presentes (032)",59903,51169,8734
"Departamento en edificio",,,
"Viviendas particulares (034)",134,134,
"Ocupantes presentes (035)",530,530,
"Vivienda en quinta",,,
"Viviendas particulares (037)",286,286,
"Ocupantes presentes (038)",889,889,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",173,144,29
"Ocupantes presentes (041)",558,446,112
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",8,5,3
"Ocupantes presentes (047)",24,14,10
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",12,9,3
"Ocupantes presentes (050)",41,26,15
"Otro tipo",,,
"Viviendas particulares (052)",1,,1
"Ocupantes presentes (053)",1,,1
,,,
RURAL,,,
"Viviendas particulares (055)",3418,580,2838
"Ocupantes presentes (056)",13826,2363,11463
"Casa independiente",,,
"Viviendas particulares (058)",3317,571,2746
"Ocupantes presentes (059)",13469,2329,11140
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",99,8,91
"Ocupantes presentes (071)",350,30,320
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",1,1,
"Ocupantes presentes (077)",4,4,
"Otro tipo",,,
"Viviendas particulares (079)",1,,1
"Ocupantes presentes (080)",3,,3
