"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CHICLAYO (000)",588705,78880,115588,118715,100925,75695,98902
"Católica (001)",489566,64748,95685,98589,84355,63526,82663
"Cristiana/Evangélica (002)",68797,9862,12391,13322,11784,8965,12473
"Otra (003)",16461,2420,3454,3215,2708,2026,2638
"Ninguna (004)",13881,1850,4058,3589,2078,1178,1128
"Hombres (006)",279766,39169,55663,55885,46388,35004,47657
"Católica (007)",233659,32227,46091,46309,39026,29734,40272
"Cristiana/Evangélica (008)",30366,4767,5620,5900,4957,3691,5431
"Otra (009)",7317,1133,1591,1472,1121,794,1206
"Ninguna (010)",8424,1042,2361,2204,1284,785,748
"Mujeres (012)",308939,39711,59925,62830,54537,40691,51245
"Católica (013)",255907,32521,49594,52280,45329,33792,42391
"Cristiana/Evangélica (014)",38431,5095,6771,7422,6827,5274,7042
"Otra (015)",9144,1287,1863,1743,1587,1232,1432
"Ninguna (016)",5457,808,1697,1385,794,393,380
,,,,,,,
"URBANA (018)",551739,73133,108533,111470,94583,71253,92767
"Católica (019)",458396,59810,89608,92449,79003,59819,77707
"Cristiana/Evangélica (020)",64595,9306,11773,12560,11062,8393,11501
"Otra (021)",15809,2328,3335,3085,2582,1959,2520
"Ninguna (022)",12939,1689,3817,3376,1936,1082,1039
"Hombres (024)",260928,36177,52019,52299,43291,32755,44387
"Católica (025)",217598,29647,42947,43249,36383,27814,37558
"Cristiana/Evangélica (026)",28479,4496,5330,5568,4638,3459,4988
"Otra (027)",6999,1088,1527,1409,1066,761,1148
"Ninguna (028)",7852,946,2215,2073,1204,721,693
"Mujeres (030)",290811,36956,56514,59171,51292,38498,48380
"Católica (031)",240798,30163,46661,49200,42620,32005,40149
"Cristiana/Evangélica (032)",36116,4810,6443,6992,6424,4934,6513
"Otra (033)",8810,1240,1808,1676,1516,1198,1372
"Ninguna (034)",5087,743,1602,1303,732,361,346
,,,,,,,
"RURAL (036)",36966,5747,7055,7245,6342,4442,6135
"Católica (037)",31170,4938,6077,6140,5352,3707,4956
"Cristiana/Evangélica (038)",4202,556,618,762,722,572,972
"Otra (039)",652,92,119,130,126,67,118
"Ninguna (040)",942,161,241,213,142,96,89
"Hombres (042)",18838,2992,3644,3586,3097,2249,3270
"Católica (043)",16061,2580,3144,3060,2643,1920,2714
"Cristiana/Evangélica (044)",1887,271,290,332,319,232,443
"Otra (045)",318,45,64,63,55,33,58
"Ninguna (046)",572,96,146,131,80,64,55
"Mujeres (048)",18128,2755,3411,3659,3245,2193,2865
"Católica (049)",15109,2358,2933,3080,2709,1787,2242
"Cristiana/Evangélica (050)",2315,285,328,430,403,340,529
"Otra (051)",334,47,55,67,71,34,60
"Ninguna (052)",370,65,95,82,62,32,34
