"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CANTA (000)",13324,230,3584,3262,2497,2191,1560
"Jefe o Jefa (001)",4117,,6,626,1158,1253,1074
"Esposa(o) / compañera(o) (002)",2251,,3,561,785,601,301
"Hijo(a) / hijastro(a) (003)",5009,168,2909,1485,292,148,7
"Yerno / nuera (004)",149,,2,80,54,13,
"Nieto(a) (005)",614,43,459,99,12,1,
"Padres / suegros (006)",137,,,,,34,103
"Otro(a) pariente (007)",766,16,181,274,136,102,57
"Trabajador(a) del hogar (008)",8,,1,4,1,1,1
"Pensionistas (009)",33,,,20,8,3,2
"Otro(a) no pariente (010)",240,3,23,113,51,35,15
"Hombres (011)",6972,108,1804,1761,1312,1199,788
"Jefe o Jefa (012)",3080,,1,504,932,953,690
"Esposa(o) / compañera(o) (013)",149,,3,40,45,38,23
"Hijo(a) / hijastro(a) (014)",2666,84,1468,846,173,90,5
"Yerno / nuera (015)",88,,2,41,34,11,
"Nieto(a) (016)",314,18,228,58,9,1,
"Padres / suegros (017)",45,,,,,14,31
"Otro(a) pariente (018)",436,4,94,169,74,63,32
"Trabajador(a) del hogar (019)",1,,,,1,,
"Pensionistas (020)",29,,,19,5,3,2
"Otro(a) no pariente (021)",164,2,8,84,39,26,5
"Mujeres (022)",6352,122,1780,1501,1185,992,772
"Jefe o Jefa (023)",1037,,5,122,226,300,384
"Esposa(o) / compañera(o) (024)",2102,,,521,740,563,278
"Hijo(a) / hijastro(a) (025)",2343,84,1441,639,119,58,2
"Yerno / nuera (026)",61,,,39,20,2,
"Nieto(a) (027)",300,25,231,41,3,,
"Padres / suegros (028)",92,,,,,20,72
"Otro(a) pariente (029)",330,12,87,105,62,39,25
"Trabajador(a) del hogar (030)",7,,1,4,,1,1
"Pensionistas (031)",4,,,1,3,,
"Otro(a) no pariente (032)",76,1,15,29,12,9,10
,,,,,,,
"URBANA (033)",6342,90,1633,1346,1125,1176,972
"Jefe o Jefa (034)",2013,,4,210,482,638,679
"Esposa(o) / compañera(o) (035)",1004,,,172,314,329,189
"Hijo(a) / hijastro(a) (036)",2203,65,1208,654,168,101,7
"Yerno / nuera (037)",91,,2,41,37,11,
"Nieto(a) (038)",385,16,294,65,9,1,
"Padres / suegros (039)",64,,,,,14,50
"Otro(a) pariente (040)",397,8,109,112,71,60,37
"Trabajador(a) del hogar (041)",6,,1,2,1,1,1
"Pensionistas (042)",25,,,14,8,3,
"Otro(a) no pariente (043)",154,1,15,76,35,18,9
"Hombres (044)",3261,46,834,730,561,607,483
"Jefe o Jefa (045)",1385,,1,155,352,455,422
"Esposa(o) / compañera(o) (046)",87,,,24,19,26,18
"Hijo(a) / hijastro(a) (047)",1179,35,625,363,94,57,5
"Yerno / nuera (048)",57,,2,22,24,9,
"Nieto(a) (049)",200,7,151,34,7,1,
"Padres / suegros (050)",18,,,,,5,13
"Otro(a) pariente (051)",209,3,52,64,33,35,22
"Trabajador(a) del hogar (052)",1,,,,1,,
"Pensionistas (053)",22,,,14,5,3,
"Otro(a) no pariente (054)",103,1,3,54,26,16,3
"Mujeres (055)",3081,44,799,616,564,569,489
"Jefe o Jefa (056)",628,,3,55,130,183,257
"Esposa(o) / compañera(o) (057)",917,,,148,295,303,171
"Hijo(a) / hijastro(a) (058)",1024,30,583,291,74,44,2
"Yerno / nuera (059)",34,,,19,13,2,
"Nieto(a) (060)",185,9,143,31,2,,
"Padres / suegros (061)",46,,,,,9,37
"Otro(a) pariente (062)",188,5,57,48,38,25,15
"Trabajador(a) del hogar (063)",5,,1,2,,1,1
"Pensionistas (064)",3,,,,3,,
"Otro(a) no pariente (065)",51,,12,22,9,2,6
,,,,,,,
"RURAL (066)",6982,140,1951,1916,1372,1015,588
"Jefe o Jefa (067)",2104,,2,416,676,615,395
"Esposa(o) / compañera(o) (068)",1247,,3,389,471,272,112
"Hijo(a) / hijastro(a) (069)",2806,103,1701,831,124,47,
"Yerno / nuera (070)",58,,,39,17,2,
"Nieto(a) (071)",229,27,165,34,3,,
"Padres / suegros (072)",73,,,,,20,53
"Otro(a) pariente (073)",369,8,72,162,65,42,20
"Trabajador(a) del hogar (074)",2,,,2,,,
"Pensionistas (075)",8,,,6,,,2
"Otro(a) no pariente (076)",86,2,8,37,16,17,6
"Hombres (077)",3711,62,970,1031,751,592,305
"Jefe o Jefa (078)",1695,,,349,580,498,268
"Esposa(o) / compañera(o) (079)",62,,3,16,26,12,5
"Hijo(a) / hijastro(a) (080)",1487,49,843,483,79,33,
"Yerno / nuera (081)",31,,,19,10,2,
"Nieto(a) (082)",114,11,77,24,2,,
"Padres / suegros (083)",27,,,,,9,18
"Otro(a) pariente (084)",227,1,42,105,41,28,10
"Pensionistas (086)",7,,,5,,,2
"Otro(a) no pariente (087)",61,1,5,30,13,10,2
"Mujeres (088)",3271,78,981,885,621,423,283
"Jefe o Jefa (089)",409,,2,67,96,117,127
"Esposa(o) / compañera(o) (090)",1185,,,373,445,260,107
"Hijo(a) / hijastro(a) (091)",1319,54,858,348,45,14,
"Yerno / nuera (092)",27,,,20,7,,
"Nieto(a) (093)",115,16,88,10,1,,
"Padres / suegros (094)",46,,,,,11,35
"Otro(a) pariente (095)",142,7,30,57,24,14,10
"Trabajador(a) del hogar (096)",2,,,2,,,
"Pensionistas (097)",1,,,1,,,
"Otro(a) no pariente (098)",25,1,3,7,3,7,4
