"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PAUCARTAMBO (000)",37985,22099,1086,380,14482
"Hombres (001)",19101,10649,604,247,7639
"Mujeres (002)",18884,11450,482,133,6843
"PEA (003)",15986,7430,585,214,7784
"Hombres (004)",10820,4867,382,170,5423
"Mujeres (005)",5166,2563,203,44,2361
"Ocupada (006)",15491,7269,577,211,7461
"Hombres (007)",10432,4746,377,167,5164
"Mujeres (008)",5059,2523,200,44,2297
"Desocupada (009)",495,161,8,3,323
"Hombres (010)",388,121,5,3,259
"Mujeres (011)",107,40,3,,64
"No PEA (012)",21999,14669,501,166,6698
"Hombres (013)",8281,5782,222,77,2216
"Mujeres (014)",13718,8887,279,89,4482
,,,,,
"URBANA (018)",7271,2083,730,169,4294
"Hombres (019)",3603,952,407,129,2118
"Mujeres (020)",3668,1131,323,40,2176
"PEA (021)",3144,437,412,111,2187
"Hombres (022)",2010,250,257,98,1408
"Mujeres (023)",1134,187,155,13,779
"Ocupada (024)",2938,409,405,109,2018
"Hombres (025)",1847,227,253,96,1274
"Mujeres (026)",1091,182,152,13,744
"Desocupada (027)",206,28,7,2,169
"Hombres (028)",163,23,4,2,134
"Mujeres (029)",43,5,3,,35
"No PEA (030)",4127,1646,318,58,2107
"Hombres (031)",1593,702,150,31,710
"Mujeres (032)",2534,944,168,27,1397
,,,,,
"RURAL (036)",30714,20016,356,211,10188
"Hombres (037)",15498,9697,197,118,5521
"Mujeres (038)",15216,10319,159,93,4667
"PEA (039)",12842,6993,173,103,5597
"Hombres (040)",8810,4617,125,72,4015
"Mujeres (041)",4032,2376,48,31,1582
"Ocupada (042)",12553,6860,172,102,5443
"Hombres (043)",8585,4519,124,71,3890
"Mujeres (044)",3968,2341,48,31,1553
"Desocupada (045)",289,133,1,1,154
"Hombres (046)",225,98,1,1,125
"Mujeres (047)",64,35,,,29
"No PEA (048)",17872,13023,183,108,4591
"Hombres (049)",6688,5080,72,46,1506
"Mujeres (050)",11184,7943,111,62,3085
