"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia TACNA (000)",235441,43499,78702,61226,39728,12286
"Hombres (001)",116291,22230,38498,29401,19967,6195
"Mujeres (002)",119150,21269,40204,31825,19761,6091
"PEA (003)",121305,827,40596,47701,28205,3976
"Hombres (004)",69628,488,22656,26826,17015,2643
"Mujeres (005)",51677,339,17940,20875,11190,1333
"Ocupada (006)",113629,780,36752,45283,27001,3813
"Hombres (007)",64978,461,20494,25352,16153,2518
"Mujeres (008)",48651,319,16258,19931,10848,1295
"Desocupada (009)",7676,47,3844,2418,1204,163
"Hombres (010)",4650,27,2162,1474,862,125
"Mujeres (011)",3026,20,1682,944,342,38
"No PEA (012)",114136,42672,38106,13525,11523,8310
"Hombres (013)",46663,21742,15842,2575,2952,3552
"Mujeres (014)",67473,20930,22264,10950,8571,4758
,,,,,,
"URBANA (018)",220302,41011,73975,57551,36746,11019
"Hombres (019)",107880,20930,35847,27362,18269,5472
"Mujeres (020)",112422,20081,38128,30189,18477,5547
"PEA (021)",112458,734,37804,44805,25885,3230
"Hombres (022)",63745,433,20815,24914,15462,2121
"Mujeres (023)",48713,301,16989,19891,10423,1109
"Ocupada (024)",105217,692,34162,42511,24770,3082
"Hombres (025)",59401,408,18781,23534,14670,2008
"Mujeres (026)",45816,284,15381,18977,10100,1074
"Desocupada (027)",7241,42,3642,2294,1115,148
"Hombres (028)",4344,25,2034,1380,792,113
"Mujeres (029)",2897,17,1608,914,323,35
"No PEA (030)",107844,40277,36171,12746,10861,7789
"Hombres (031)",44135,20497,15032,2448,2807,3351
"Mujeres (032)",63709,19780,21139,10298,8054,4438
,,,,,,
"RURAL (036)",15139,2488,4727,3675,2982,1267
"Hombres (037)",8411,1300,2651,2039,1698,723
"Mujeres (038)",6728,1188,2076,1636,1284,544
"PEA (039)",8847,93,2792,2896,2320,746
"Hombres (040)",5883,55,1841,1912,1553,522
"Mujeres (041)",2964,38,951,984,767,224
"Ocupada (042)",8412,88,2590,2772,2231,731
"Hombres (043)",5577,53,1713,1818,1483,510
"Mujeres (044)",2835,35,877,954,748,221
"Desocupada (045)",435,5,202,124,89,15
"Hombres (046)",306,2,128,94,70,12
"Mujeres (047)",129,3,74,30,19,3
"No PEA (048)",6292,2395,1935,779,662,521
"Hombres (049)",2528,1245,810,127,145,201
"Mujeres (050)",3764,1150,1125,652,517,320
