"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia CANTA",,,,,,,,
"Viviendas particulares (001)",4013,2546,1207,63,36,152,2,7
"Ocupantes presentes (002)",13324,8382,4197,187,112,413,8,25
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",3677,2300,1133,63,35,137,2,7
"Ocupantes presentes (005)",12317,7655,3965,187,109,368,8,25
"Departamento en edificio",,,,,,,,
"Viviendas particulares (007)",2,,2,,,,,
"Ocupantes presentes (008)",4,,4,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",23,,15,,,8,,
"Ocupantes presentes (011)",66,,44,,,22,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",71,47,18,,,6,,
"Ocupantes presentes (014)",250,163,65,,,22,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",224,189,35,,,,,
"Ocupantes presentes (017)",627,525,102,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",1,,1,,,,,
"Ocupantes presentes (020)",6,,6,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",12,7,3,,1,1,,
"Ocupantes presentes (023)",50,35,11,,3,1,,
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",3,3,,,,,,
"Ocupantes presentes (026)",4,4,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",1959,1192,545,43,35,141,1,2
"Ocupantes presentes (029)",6342,3930,1775,122,110,392,7,6
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",1858,1144,508,43,34,126,1,2
"Ocupantes presentes (032)",5998,3762,1647,122,107,347,7,6
"Departamento en edificio",,,,,,,,
"Viviendas particulares (034)",2,,2,,,,,
"Ocupantes presentes (035)",4,,4,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",23,,15,,,8,,
"Ocupantes presentes (038)",66,,44,,,22,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",71,47,18,,,6,,
"Ocupantes presentes (041)",250,163,65,,,22,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",1,,1,,,,,
"Ocupantes presentes (047)",6,,6,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",4,1,1,,1,1,,
"Ocupantes presentes (050)",18,5,9,,3,1,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",2054,1354,662,20,1,11,1,5
"Ocupantes presentes (056)",6982,4452,2422,65,2,21,1,19
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",1819,1156,625,20,1,11,1,5
"Ocupantes presentes (059)",6319,3893,2318,65,2,21,1,19
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",224,189,35,,,,,
"Ocupantes presentes (071)",627,525,102,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",8,6,2,,,,,
"Ocupantes presentes (077)",32,30,2,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (079)",3,3,,,,,,
"Ocupantes presentes (080)",4,4,,,,,,
