"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia ANTABAMBA (000)",4079,69,1016,1346,1127,521
"Empleado (001)",503,1,108,235,152,7
"Obrero (002)",1207,23,380,394,308,102
"Trabajador independiente (003)",1306,6,248,426,391,235
"Empleador o patrono (004)",14,,3,3,7,1
"Trabajador familiar no remunerado (005)",1026,37,267,282,266,174
"Trabajador del hogar (006)",23,2,10,6,3,2
"Hombres (008)",2650,43,654,892,732,329
"Empleado (009)",331,,61,147,117,6
"Obrero (010)",861,15,287,282,214,63
"Trabajador independiente (011)",907,4,157,315,269,162
"Empleador o patrono (012)",13,,3,3,6,1
"Trabajador familiar no remunerado (013)",536,24,145,144,126,97
"Trabajador del hogar (014)",2,,1,1,,
"Mujeres (016)",1429,26,362,454,395,192
"Empleado (017)",172,1,47,88,35,1
"Obrero (018)",346,8,93,112,94,39
"Trabajador independiente (019)",399,2,91,111,122,73
"Empleador o patrono (020)",1,,,,1,
"Trabajador familiar no remunerado (021)",490,13,122,138,140,77
"Trabajador del hogar (022)",21,2,9,5,3,2
,,,,,,
"URBANA (024)",2629,56,670,892,724,287
"Empleado (025)",451,1,97,204,144,5
"Obrero (026)",908,21,282,283,236,86
"Trabajador independiente (027)",725,5,158,245,206,111
"Empleador o patrono (028)",8,,2,,5,1
"Trabajador familiar no remunerado (029)",517,27,123,154,130,83
"Trabajador del hogar (030)",20,2,8,6,3,1
"Hombres (032)",1639,36,425,553,455,170
"Empleado (033)",289,,55,121,109,4
"Obrero (034)",605,13,203,186,155,48
"Trabajador independiente (035)",468,3,98,162,132,73
"Empleador o patrono (036)",7,,2,,4,1
"Trabajador familiar no remunerado (037)",268,20,66,83,55,44
"Trabajador del hogar (038)",2,,1,1,,
"Mujeres (040)",990,20,245,339,269,117
"Empleado (041)",162,1,42,83,35,1
"Obrero (042)",303,8,79,97,81,38
"Trabajador independiente (043)",257,2,60,83,74,38
"Empleador o patrono (044)",1,,,,1,
"Trabajador familiar no remunerado (045)",249,7,57,71,75,39
"Trabajador del hogar (046)",18,2,7,5,3,1
,,,,,,
"RURAL (048)",1450,13,346,454,403,234
"Empleado (049)",52,,11,31,8,2
"Obrero (050)",299,2,98,111,72,16
"Trabajador independiente (051)",581,1,90,181,185,124
"Empleador o patrono (052)",6,,1,3,2,
"Trabajador familiar no remunerado (053)",509,10,144,128,136,91
"Trabajador del hogar (054)",3,,2,,,1
"Hombres (056)",1011,7,229,339,277,159
"Empleado (057)",42,,6,26,8,2
"Obrero (058)",256,2,84,96,59,15
"Trabajador independiente (059)",439,1,59,153,137,89
"Empleador o patrono (060)",6,,1,3,2,
"Trabajador familiar no remunerado (061)",268,4,79,61,71,53
"Mujeres (064)",439,6,117,115,126,75
"Empleado (065)",10,,5,5,,
"Obrero (066)",43,,14,15,13,1
"Trabajador independiente (067)",142,,31,28,48,35
"Trabajador familiar no remunerado (069)",241,6,65,67,65,38
"Trabajador del hogar (070)",3,,2,,,1
