"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia LUCANAS (000)",60913,10131,1477,22820,18438,2206,3307,820,1714
"Jefe o Jefa (001)",19325,3489,9,7219,5543,627,1390,272,776
"Esposa(o)/ compa¤era(o) (002)",9528,2240,8,3545,2470,281,659,58,267
"Hijo(a)/ hijastro(a) (003)",22630,2823,1109,8833,7501,885,767,350,362
"Yerno/ nuera (004)",680,18,,126,304,66,112,10,44
"Nieto(a) (005)",2463,520,237,1077,507,60,28,17,17
"Padres/ suegros (006)",590,360,,180,38,1,8,1,2
"Otro(a) pariente (007)",4263,540,100,1522,1555,169,182,71,124
"Trabajador(a) del hogar (008)",78,4,,26,44,3,,,1
"Pensionista (009)",79,2,,8,45,10,8,2,4
"Otro(a) no pariente (010)",1277,135,14,284,431,104,153,39,117
"Hombres (012)",31097,3389,801,11946,10687,1165,1619,509,981
"Jefe o Jefa (013)",13220,1215,5,5383,4415,453,945,232,572
"Esposa(o)/ compa¤era(o) (014)",910,110,,285,355,46,66,7,41
"Hijo(a)/ hijastro(a) (015)",11854,1445,609,4528,4115,455,349,169,184
"Yerno/ nuera (016)",326,8,,52,156,25,51,3,31
"Nieto(a) (017)",1284,257,121,568,285,23,9,10,11
"Padres/ suegros (018)",198,61,,104,26,,5,1,1
"Otro(a) pariente (019)",2381,229,59,813,968,96,97,54,65
"Trabajador(a) del hogar (020)",25,,,11,12,1,,,1
"Pensionista (021)",53,2,,7,33,1,4,2,4
"Otro(a) no pariente (022)",846,62,7,195,322,65,93,31,71
"Mujeres (024)",29816,6742,676,10874,7751,1041,1688,311,733
"Jefe o Jefa (025)",6105,2274,4,1836,1128,174,445,40,204
"Esposa(o)/ compa¤era(o) (026)",8618,2130,8,3260,2115,235,593,51,226
"Hijo(a)/ hijastro(a) (027)",10776,1378,500,4305,3386,430,418,181,178
"Yerno/ nuera (028)",354,10,,74,148,41,61,7,13
"Nieto(a) (029)",1179,263,116,509,222,37,19,7,6
"Padres/ suegros (030)",392,299,,76,12,1,3,,1
"Otro(a) pariente (031)",1882,311,41,709,587,73,85,17,59
"Trabajador(a) del hogar (032)",53,4,,15,32,2,,,
"Pensionista (033)",26,,,1,12,9,4,,
"Otro(a) no pariente (034)",431,73,7,89,109,39,60,8,46
,,,,,,,,,
"URBANA (036)",35853,5204,907,11850,11397,1737,2709,635,1414
"Jefe o Jefa (037)",10650,1814,7,3439,3006,471,1109,180,624
"Esposa(o)/ compa¤era(o) (038)",5429,1095,6,1774,1485,216,569,45,239
"Hijo(a)/ hijastro(a) (039)",13961,1429,660,4823,5027,746,654,313,309
"Yerno/ nuera (040)",475,8,,57,204,56,102,8,40
"Nieto(a) (041)",1620,304,181,653,375,53,23,15,16
"Padres/ suegros (042)",338,198,,108,21,1,7,1,2
"Otro(a) pariente (043)",2535,279,43,831,973,115,146,50,98
"Trabajador(a) del hogar (044)",50,3,,11,34,2,,,
"Pensionista (045)",65,2,,7,38,10,4,2,2
