"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PADRE ABAD (000)",20661,682,7718,7374,4140,747
"Empleado (001)",2663,33,1094,1132,385,19
"Obrero (002)",3986,97,1778,1325,695,91
"Trabajador independiente (003)",9938,76,2970,3829,2544,519
"Empleador o patrono (004)",528,2,135,235,123,33
"Trabajador familiar no remunerado (005)",2623,430,1244,601,294,54
"Trabajador del hogar (006)",365,24,220,80,31,10
"Desocupado (008)",558,20,277,172,68,21
"Hombres (009)",15628,490,5797,5484,3234,623
"Empleado (010)",1683,9,636,731,293,14
"Obrero (011)",3445,87,1565,1121,596,76
"Trabajador independiente (012)",8155,60,2430,3119,2086,460
"Empleador o patrono (013)",436,2,104,194,103,33
"Trabajador familiar no remunerado (014)",1463,311,861,178,94,19
"Trabajador del hogar (015)",48,5,21,8,9,5
"Desocupado (017)",398,16,180,133,53,16
"Mujeres (018)",5033,192,1921,1890,906,124
"Empleado (019)",980,24,458,401,92,5
"Obrero (020)",541,10,213,204,99,15
"Trabajador independiente (021)",1783,16,540,710,458,59
"Empleador o patrono (022)",92,,31,41,20,
"Trabajador familiar no remunerado (023)",1160,119,383,423,200,35
"Trabajador del hogar (024)",317,19,199,72,22,5
"Desocupado (026)",160,4,97,39,15,5
,,,,,,
"URBANA (027)",11076,291,4105,4267,2122,291
"Empleado (028)",2342,30,955,994,345,18
"Obrero (029)",2351,40,997,852,421,41
"Trabajador independiente (030)",4613,51,1382,1861,1135,184
"Empleador o patrono (031)",298,2,74,139,66,17
"Trabajador familiar no remunerado (032)",840,138,343,249,93,17
"Trabajador del hogar (033)",247,18,148,59,16,6
"Desocupado (035)",385,12,206,113,46,8
"Hombres (036)",7950,190,2919,2987,1617,237
"Empleado (037)",1503,8,568,646,268,13
"Obrero (038)",2048,34,882,724,373,35
"Trabajador independiente (039)",3448,41,1046,1355,853,153
"Empleador o patrono (040)",228,2,53,103,53,17
"Trabajador familiar no remunerado (041)",425,94,229,66,28,8
"Trabajador del hogar (042)",28,3,12,5,4,4
"Desocupado (044)",270,8,129,88,38,7
"Mujeres (045)",3126,101,1186,1280,505,54
"Empleado (046)",839,22,387,348,77,5
"Obrero (047)",303,6,115,128,48,6
"Trabajador independiente (048)",1165,10,336,506,282,31
"Empleador o patrono (049)",70,,21,36,13,
"Trabajador familiar no remunerado (050)",415,44,114,183,65,9
"Trabajador del hogar (051)",219,15,136,54,12,2
"Desocupado (053)",115,4,77,25,8,1
,,,,,,
"RURAL (054)",9585,391,3613,3107,2018,456
"Empleado (055)",321,3,139,138,40,1
"Obrero (056)",1635,57,781,473,274,50
"Trabajador independiente (057)",5325,25,1588,1968,1409,335
"Empleador o patrono (058)",230,,61,96,57,16
"Trabajador familiar no remunerado (059)",1783,292,901,352,201,37
"Trabajador del hogar (060)",118,6,72,21,15,4
"Desocupado (062)",173,8,71,59,22,13
"Hombres (063)",7678,300,2878,2497,1617,386
"Empleado (064)",180,1,68,85,25,1
"Obrero (065)",1397,53,683,397,223,41
"Trabajador independiente (066)",4707,19,1384,1764,1233,307
"Empleador o patrono (067)",208,,51,91,50,16
"Trabajador familiar no remunerado (068)",1038,217,632,112,66,11
"Trabajador del hogar (069)",20,2,9,3,5,1
"Desocupado (071)",128,8,51,45,15,9
"Mujeres (072)",1907,91,735,610,401,70
"Empleado (073)",141,2,71,53,15,
"Obrero (074)",238,4,98,76,51,9
"Trabajador independiente (075)",618,6,204,204,176,28
"Empleador o patrono (076)",22,,10,5,7,
"Trabajador familiar no remunerado (077)",745,75,269,240,135,26
"Trabajador del hogar (078)",98,4,63,18,10,3
"Desocupado (080)",45,,20,14,7,4
