"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia TUMBES",,,,,,,,,
"Viviendas particulares (001)",4742,3274,951,244,133,17,12,17,94
"Ocupantes presentes (002)",19473,13284,3997,1060,549,87,59,86,351
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",4637,3207,933,233,128,17,11,17,91
"Ocupantes presentes (005)",19172,13115,3946,1006,527,87,58,86,347
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",7,5,,1,1,,,,
"Ocupantes presentes (008)",19,17,,1,1,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",53,42,6,,3,,,,2
"Ocupantes presentes (011)",128,94,11,,20,,,,3
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",29,8,10,10,,,,,1
"Ocupantes presentes (014)",118,30,34,53,,,,,1
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1,,,,,,1,,
"Ocupantes presentes (017)",1,,,,,,1,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",7,6,1,,,,,,
"Ocupantes presentes (020)",19,17,2,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",7,5,1,,1,,,,
"Ocupantes presentes (023)",13,8,4,,1,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,1,,,,,,,
"Ocupantes presentes (026)",3,3,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",4445,3106,857,240,116,16,11,14,85
"Ocupantes presentes (029)",18266,12631,3598,1044,472,79,58,67,317
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",4342,3039,840,229,111,16,11,14,82
"Ocupantes presentes (032)",17970,12462,3551,990,450,79,58,67,313
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",7,5,,1,1,,,,
"Ocupantes presentes (035)",19,17,,1,1,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",53,42,6,,3,,,,2
"Ocupantes presentes (038)",128,94,11,,20,,,,3
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",29,8,10,10,,,,,1
"Ocupantes presentes (041)",118,30,34,53,,,,,1
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",7,6,1,,,,,,
"Ocupantes presentes (047)",19,17,2,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",6,5,,,1,,,,
"Ocupantes presentes (050)",9,8,,,1,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,1,,,,,,,
"Ocupantes presentes (053)",3,3,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",297,168,94,4,17,1,1,3,9
"Ocupantes presentes (056)",1207,653,399,16,77,8,1,19,34
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",295,168,93,4,17,1,,3,9
"Ocupantes presentes (059)",1202,653,395,16,77,8,,19,34
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1,,,,,,1,,
"Ocupantes presentes (071)",1,,,,,,1,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,1,,,,,,
"Ocupantes presentes (077)",4,,4,,,,,,
"Otro tipo",,,,,,,,,
