"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia DOS DE MAYO (000)",43634,19470,2822,343,21042
"Sin Nivel (001)",7857,4019,216,28,3599
"Educación Inicial (002)",1232,1020,73,9,134
"Primaria (003)",21813,10929,777,116,10012
"Secundaria (004)",9497,3313,645,99,5450
"Sup. no Univ. Incompleta (005)",944,89,88,16,752
"Sup. no Univ. Completa (006)",1437,57,667,33,681
"Sup. Univ. Incompleta (007)",279,20,49,6,204
"Sup. Univ. Completa (008)",575,23,307,36,210
"Hombres (010)",21624,9224,1404,219,10803
"Sin Nivel (011)",2870,1701,85,10,1076
"Educación Inicial (012)",616,510,47,4,56
"Primaria (013)",10929,5203,370,68,5302
"Secundaria (014)",5461,1720,324,69,3355
"Sup. no Univ. Incompleta (015)",508,39,45,12,413
"Sup. no Univ. Completa (016)",706,24,321,25,337
"Sup. Univ. Incompleta (017)",181,10,28,6,137
"Sup. Univ. Completa (018)",353,17,184,25,127
"Mujeres (020)",22010,10246,1418,124,10239
"Sin Nivel (021)",4987,2318,131,18,2523
"Educación Inicial (022)",616,510,26,5,78
"Primaria (023)",10884,5726,407,48,4710
"Secundaria (024)",4036,1593,321,30,2095
"Sup. no Univ. Incompleta (025)",436,50,43,4,339
"Sup. no Univ. Completa (026)",731,33,346,8,344
"Sup. Univ. Incompleta (027)",98,10,21,,67
"Sup. Univ. Completa (028)",222,6,123,11,83
,,,,,
"URBANA (030)",15350,5467,2319,253,7328
"Sin Nivel (031)",1909,943,146,19,802
"Educación Inicial (032)",436,319,61,5,52
"Primaria (033)",6111,2793,579,70,2678
"Secundaria (034)",4309,1304,539,82,2388
"Sup. no Univ. Incompleta (035)",663,51,73,15,524
"Sup. no Univ. Completa (036)",1231,36,603,27,566
"Sup. Univ. Incompleta (037)",215,11,44,5,155
"Sup. Univ. Completa (038)",476,10,274,30,163
"Hombres (040)",7546,2559,1149,164,3686
"Sin Nivel (041)",724,415,64,8,238
"Educación Inicial (042)",214,155,38,2,19
"Primaria (043)",2911,1296,270,39,1312
"Secundaria (044)",2360,645,270,59,1390
"Sup. no Univ. Incompleta (045)",344,25,34,11,274
"Sup. no Univ. Completa (046)",578,13,285,20,261
"Sup. Univ. Incompleta (047)",133,4,26,5,98
"Sup. Univ. Completa (048)",282,6,162,20,94
"Mujeres (050)",7804,2908,1170,89,3642
"Sin Nivel (051)",1185,528,82,11,564
"Educación Inicial (052)",222,164,23,3,33
"Primaria (053)",3200,1497,309,31,1366
"Secundaria (054)",1949,659,269,23,998
"Sup. no Univ. Incompleta (055)",319,26,39,4,250
"Sup. no Univ. Completa (056)",653,23,318,7,305
"Sup. Univ. Incompleta (057)",82,7,18,,57
"Sup. Univ. Completa (058)",194,4,112,10,69
,,,,,
"RURAL (060)",28284,14003,503,90,13714
"Sin Nivel (061)",5948,3076,70,9,2797
"Educación Inicial (062)",796,701,12,4,82
"Primaria (063)",15702,8136,198,46,7334
"Secundaria (064)",5188,2009,106,17,3062
"Sup. no Univ. Incompleta (065)",281,38,15,1,228
"Sup. no Univ. Completa (066)",206,21,64,6,115
"Sup. Univ. Incompleta (067)",64,9,5,1,49
"Sup. Univ. Completa (068)",99,13,33,6,47
"Hombres (070)",14078,6665,255,55,7117
"Sin Nivel (071)",2146,1286,21,2,838
"Educación Inicial (072)",402,355,9,2,37
"Primaria (073)",8018,3907,100,29,3990
"Secundaria (074)",3101,1075,54,10,1965
"Sup. no Univ. Incompleta (075)",164,14,11,1,139
"Sup. no Univ. Completa (076)",128,11,36,5,76
"Sup. Univ. Incompleta (077)",48,6,2,1,39
"Sup. Univ. Completa (078)",71,11,22,5,33
"Mujeres (080)",14206,7338,248,35,6597
"Sin Nivel (081)",3802,1790,49,7,1959
"Educación Inicial (082)",394,346,3,2,45
"Primaria (083)",7684,4229,98,17,3344
"Secundaria (084)",2087,934,52,7,1097
"Sup. no Univ. Incompleta (085)",117,24,4,,89
"Sup. no Univ. Completa (086)",78,10,28,1,39
"Sup. Univ. Incompleta (087)",16,3,3,,10
"Sup. Univ. Completa (088)",28,2,11,1,14
