"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PURUS (000)",1053,103,,240,397,81,144,30,58
"Agric., ganadería, caza y silvicultura (001)",389,71,,150,154,4,6,4,
"Pesca (002)",3,1,,1,1,,,,
"Industrias manufactureras (004)",46,1,,13,25,1,2,3,1
"Suministro de electricidad, gas y agua (005)",1,,,,1,,,,
"Construcción (006)",43,1,,7,26,4,2,2,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",60,5,,15,25,5,5,3,2
"Venta, mant.y rep. veh.autom.y motoc. (008)",3,,,,2,,1,,
"Comercio al por mayor (009)",3,,,1,1,,1,,
"Comercio al por menor (010)",54,5,,14,22,5,3,3,2
"Hoteles y restaurantes (011)",24,,,4,13,4,1,1,1
"Trans., almac. y comunicaciones (012)",30,1,,1,24,3,,1,
"Intermediación financiera (013)",4,,,,1,,1,1,1
"Activid.inmobil., empres. y de alquiler (014)",10,,,,4,3,,1,2
"Admin.pub. y defensa; p. segur.soc.afil (015)",141,4,,15,47,19,28,8,20
"Enseñanza (016)",148,,,,16,31,79,4,18
"Servicios sociales y de salud (017)",20,,,,3,1,7,,9
"Otras activ. serv.comun.soc y personales (018)",20,,,1,12,4,1,,2
"Hogares privados con servicio doméstico (019)",8,,,2,5,1,,,
"Actividad economica no especificada (021)",106,19,,31,40,1,12,2,1
"Hombres (022)",824,71,,193,336,65,95,22,42
"Agric., ganadería, caza y silvicultura (023)",339,53,,131,141,4,6,4,
"Pesca (024)",3,1,,1,1,,,,
"Industrias manufactureras (026)",43,1,,11,24,1,2,3,1
"Suministro de electricidad, gas y agua (027)",1,,,,1,,,,
"Construcción (028)",41,1,,7,25,4,2,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",35,2,,8,16,2,4,2,1
"Venta, mant.y rep. veh.autom.y motoc. (030)",3,,,,2,,1,,
"Comercio al por mayor (031)",3,,,1,1,,1,,
"Comercio al por menor (032)",29,2,,7,13,2,2,2,1
"Hoteles y restaurantes (033)",10,,,1,4,3,,1,1
"Trans., almac. y comunicaciones (034)",29,1,,1,23,3,,1,
"Intermediación financiera (035)",3,,,,,,1,1,1
"Activid.inmobil., empres. y de alquiler (036)",7,,,,3,3,,,1
"Admin.pub. y defensa; p. segur.soc.afil (037)",108,1,,9,41,16,18,6,17
"Enseñanza (038)",93,,,,10,23,47,1,12
"Servicios sociales y de salud (039)",12,,,,2,1,5,,4
"Otras activ. serv.comun.soc y personales (040)",13,,,,8,3,,,2
"Hogares privados con servicio doméstico (041)",5,,,1,3,1,,,
"Actividad economica no especificada (043)",82,11,,23,34,1,10,2,1
"Mujeres (044)",229,32,,47,61,16,49,8,16
"Agric., ganadería, caza y silvicultura (045)",50,18,,19,13,,,,
"Industrias manufactureras (048)",3,,,2,1,,,,
"Construcción (050)",2,,,,1,,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",25,3,,7,9,3,1,1,1
"Comercio al por menor (054)",25,3,,7,9,3,1,1,1
"Hoteles y restaurantes (055)",14,,,3,9,1,1,,
