"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia COTABAMBAS (000)",8520,1476,1373,3033,38,1447,155,998
"Agric., ganadería, caza y silvicultura (001)",3732,8,408,2049,10,1257,,
"Explotación de minas y canteras (003)",406,120,277,9,,,,
"Industrias manufactureras (004)",209,5,45,138,11,10,,
"Suministro de electricidad, gas y agua (005)",16,4,12,,,,,
"Construcción (006)",592,16,407,121,4,44,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",407,19,6,317,4,61,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",22,,6,15,,1,,
"Comercio al por mayor (009)",10,1,,6,,3,,
"Comercio al por menor (010)",375,18,,296,4,57,,
"Hoteles y restaurantes (011)",188,48,12,106,6,16,,
"Trans., almac. y comunicaciones (012)",106,41,33,31,,1,,
"Intermediación financiera (013)",3,3,,,,,,
"Activid.inmobil., empres. y alquileres (014)",99,80,6,12,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",256,183,73,,,,,
"Enseñanza (016)",783,701,,79,,3,,
"Servicios sociales y de salud (017)",141,136,,4,,1,,
"Otras activ. serv.comun.soc y personales (018)",76,38,23,10,,5,,
"Hogares privados con servicio doméstico (019)",155,,,,,,155,
"Actividad economica no especificada (021)",353,74,71,157,3,48,,
"Desocupado (022)",998,,,,,,,998
"Hombres (023)",6385,965,1244,2355,23,928,19,851
"Agric., ganadería, caza y silvicultura (024)",3035,7,359,1836,6,827,,
"Explotación de minas y canteras (026)",366,97,260,9,,,,
"Industrias manufactureras (027)",143,4,41,84,9,5,,
"Suministro de electricidad, gas y agua (028)",14,3,11,,,,,
"Construcción (029)",573,16,392,118,4,43,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",164,10,6,129,3,16,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",19,,6,13,,,,
"Comercio al por mayor (032)",4,1,,2,,1,,
"Comercio al por menor (033)",141,9,,114,3,15,,
"Hoteles y restaurantes (034)",52,29,6,15,,2,,
"Trans., almac. y comunicaciones (035)",99,40,30,28,,1,,
"Intermediación financiera (036)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (037)",78,64,5,8,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",212,148,64,,,,,
"Enseñanza (039)",463,416,,45,,2,,
"Servicios sociales y de salud (040)",51,48,,2,,1,,
"Otras activ. serv.comun.soc y personales (041)",56,27,22,5,,2,,
"Hogares privados con servicio doméstico (042)",19,,,,,,19,
"Actividad economica no especificada (044)",207,54,48,76,1,28,,
"Desocupado (045)",851,,,,,,,851
"Mujeres (046)",2135,511,129,678,15,519,136,147
"Agric., ganadería, caza y silvicultura (047)",697,1,49,213,4,430,,
"Explotación de minas y canteras (049)",40,23,17,,,,,
"Industrias manufactureras (050)",66,1,4,54,2,5,,
"Suministro de electricidad, gas y agua (051)",2,1,1,,,,,
"Construcción (052)",19,,15,3,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",243,9,,188,1,45,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",3,,,2,,1,,
"Comercio al por mayor (055)",6,,,4,,2,,
"Comercio al por menor (056)",234,9,,182,1,42,,
"Hoteles y restaurantes (057)",136,19,6,91,6,14,,
"Trans., almac. y comunicaciones (058)",7,1,3,3,,,,
"Intermediación financiera (059)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (060)",21,16,1,4,,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",44,35,9,,,,,
"Enseñanza (062)",320,285,,34,,1,,
"Servicios sociales y de salud (063)",90,88,,2,,,,
"Otras activ. serv.comun.soc y personales (064)",20,11,1,5,,3,,
"Hogares privados con servicio doméstico (065)",136,,,,,,136,
"Actividad economica no especificada (067)",146,20,23,81,2,20,,
"Desocupado (068)",147,,,,,,,147
,,,,,,,,
"URBANA (069)",3673,1245,716,1057,22,345,71,217
"Agric., ganadería, caza y silvicultura (070)",794,7,180,380,6,221,,
"Explotación de minas y canteras (072)",292,107,176,9,,,,
"Industrias manufactureras (073)",107,5,21,69,7,5,,
"Suministro de electricidad, gas y agua (074)",7,4,3,,,,,
"Construcción (075)",257,15,182,50,2,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",362,17,6,278,3,58,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",21,,6,14,,1,,
"Comercio al por mayor (078)",10,1,,6,,3,,
"Comercio al por menor (079)",331,16,,258,3,54,,
"Hoteles y restaurantes (080)",147,35,10,85,2,15,,
"Trans., almac. y comunicaciones (081)",85,36,20,28,,1,,
"Intermediación financiera (082)",3,3,,,,,,
"Activid.inmobil., empres. y alquileres (083)",90,74,3,12,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",208,160,48,,,,,
"Enseñanza (085)",625,578,,44,,3,,
"Servicios sociales y de salud (086)",115,111,,4,,,,
"Otras activ. serv.comun.soc y personales (087)",65,32,21,8,,4,,
"Hogares privados con servicio doméstico (088)",71,,,,,,71,
"Actividad economica no especificada (090)",228,61,46,90,2,29,,
"Desocupado (091)",217,,,,,,,217
"Hombres (092)",2508,804,657,666,16,192,13,160
"Agric., ganadería, caza y silvicultura (093)",651,7,157,335,5,147,,
"Explotación de minas y canteras (095)",272,87,176,9,,,,
"Industrias manufactureras (096)",85,4,19,54,5,3,,
"Suministro de electricidad, gas y agua (097)",6,3,3,,,,,
"Construcción (098)",254,15,179,50,2,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",140,8,6,110,3,13,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",18,,6,12,,,,
"Comercio al por mayor (101)",4,1,,2,,1,,
"Comercio al por menor (102)",118,7,,96,3,12,,
"Hoteles y restaurantes (103)",38,23,4,9,,2,,
"Trans., almac. y comunicaciones (104)",81,35,20,25,,1,,
"Intermediación financiera (105)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (106)",69,58,2,8,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",169,128,41,,,,,
"Enseñanza (108)",352,329,,21,,2,,
"Servicios sociales y de salud (109)",44,42,,2,,,,
"Otras activ. serv.comun.soc y personales (110)",46,21,20,4,,1,,
"Hogares privados con servicio doméstico (111)",13,,,,,,13,
"Actividad economica no especificada (113)",126,42,30,39,1,14,,
"Desocupado (114)",160,,,,,,,160
"Mujeres (115)",1165,441,59,391,6,153,58,57
"Agric., ganadería, caza y silvicultura (116)",143,,23,45,1,74,,
"Explotación de minas y canteras (118)",20,20,,,,,,
"Industrias manufactureras (119)",22,1,2,15,2,2,,
"Suministro de electricidad, gas y agua (120)",1,1,,,,,,
"Construcción (121)",3,,3,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",222,9,,168,,45,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",3,,,2,,1,,
