"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUARAZ (000)",56085,557,18556,20419,13384,3169
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",141,,12,65,62,2
"Profes., científicos e intelectuales (002)",8625,,1671,4611,2234,109
"Técnicos de nivel medio y trab.asimilados (003)",2857,,1054,1114,625,64
"Jefes y empleados de oficina (004)",2760,,1176,959,603,22
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",7716,43,2734,2641,1883,415
"Agricult.trabaj. calif. agrop. y pesqueros (006)",6690,25,1211,1979,2144,1331
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",3703,15,1397,1244,841,206
"Obreros construc., conf., papel, fab., instr. (008)",5209,10,1648,2164,1240,147
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",13634,433,5504,4111,2904,682
"Otra (010)",330,,34,231,65,
"Ocupación no especificada (011)",840,1,296,232,228,83
"Desocupado (012)",3580,30,1819,1068,555,108
"Hombres (013)",36434,353,11665,13107,8900,2409
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",106,,9,49,46,2
"Profes., científicos e intelectuales (015)",4774,,813,2476,1389,96
"Técnicos de nivel medio y trab.asimilados (016)",1824,,660,708,409,47
"Jefes y empleados de oficina (017)",1251,,454,457,325,15
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",3445,20,1332,1160,744,189
"Agricult.trabaj. calif. agrop. y pesqueros (019)",5931,18,1055,1749,1916,1193
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",3239,12,1247,1082,717,181
"Obreros construc., conf., papel, fab., instr. (021)",5089,6,1612,2123,1207,141
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",7693,274,3206,2260,1534,419
"Otra (023)",313,,30,221,62,
"Ocupación no especificada (024)",319,,125,78,91,25
"Desocupado (025)",2450,23,1122,744,460,101
"Mujeres (026)",19651,204,6891,7312,4484,760
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",35,,3,16,16,
"Profes., científicos e intelectuales (028)",3851,,858,2135,845,13
"Técnicos de nivel medio y trab.asimilados (029)",1033,,394,406,216,17
"Jefes y empleados de oficina (030)",1509,,722,502,278,7
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",4271,23,1402,1481,1139,226
"Agricult.trabaj. calif. agrop. y pesqueros (032)",759,7,156,230,228,138
