"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CHINCHEROS (000)",12310,1787,2853,5507,90,1476,144,453
"Agric., ganadería, caza y silvicultura (001)",7429,16,2186,3986,50,1191,,
"Explotación de minas y canteras (003)",13,2,10,1,,,,
"Industrias manufactureras (004)",362,13,110,216,11,12,,
"Suministro de electricidad, gas y agua (005)",7,4,3,,,,,
"Construcción (006)",456,6,355,56,8,31,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",888,56,14,702,10,106,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",46,8,10,23,1,4,,
"Comercio al por mayor (009)",26,6,1,16,1,2,,
"Comercio al por menor (010)",816,42,3,663,8,100,,
"Hoteles y restaurantes (011)",243,24,14,187,4,14,,
"Trans., almac. y comunicaciones (012)",227,66,33,119,3,6,,
"Intermediación financiera (013)",21,21,,,,,,
"Activid.inmobil., empres. y alquileres (014)",91,70,2,18,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",330,281,49,,,,,
"Enseñanza (016)",1013,978,,34,,1,,
"Servicios sociales y de salud (017)",193,179,1,12,1,,,
"Otras activ. serv.comun.soc y personales (018)",95,28,7,49,,11,,
"Hogares privados con servicio doméstico (019)",144,,,,,,144,
"Actividad economica no especificada (021)",345,43,69,127,2,104,,
"Desocupado (022)",453,,,,,,,453
"Hombres (023)",9746,1065,2665,4492,71,1076,8,369
"Agric., ganadería, caza y silvicultura (024)",6879,14,2064,3778,45,978,,
"Explotación de minas y canteras (026)",12,1,10,1,,,,
"Industrias manufactureras (027)",284,12,93,163,6,10,,
"Suministro de electricidad, gas y agua (028)",7,4,3,,,,,
"Construcción (029)",451,6,352,54,8,31,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",346,26,14,271,7,28,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",39,4,10,23,1,1,,
"Comercio al por mayor (032)",15,4,1,8,1,1,,
"Comercio al por menor (033)",292,18,3,240,5,26,,
"Hoteles y restaurantes (034)",37,7,4,21,1,4,,
"Trans., almac. y comunicaciones (035)",213,59,33,113,3,5,,
"Intermediación financiera (036)",15,15,,,,,,
"Activid.inmobil., empres. y alquileres (037)",78,59,2,16,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",272,231,41,,,,,
"Enseñanza (039)",529,516,,13,,,,
"Servicios sociales y de salud (040)",85,76,,9,,,,
"Otras activ. serv.comun.soc y personales (041)",28,16,2,8,,2,,
"Hogares privados con servicio doméstico (042)",8,,,,,,8,
"Actividad economica no especificada (044)",133,23,47,45,,18,,
"Desocupado (045)",369,,,,,,,369
"Mujeres (046)",2564,722,188,1015,19,400,136,84
"Agric., ganadería, caza y silvicultura (047)",550,2,122,208,5,213,,
"Explotación de minas y canteras (049)",1,1,,,,,,
"Industrias manufactureras (050)",78,1,17,53,5,2,,
"Construcción (052)",5,,3,2,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",542,30,,431,3,78,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",7,4,,,,3,,
"Comercio al por mayor (055)",11,2,,8,,1,,
"Comercio al por menor (056)",524,24,,423,3,74,,
"Hoteles y restaurantes (057)",206,17,10,166,3,10,,
"Trans., almac. y comunicaciones (058)",14,7,,6,,1,,
"Intermediación financiera (059)",6,6,,,,,,
"Activid.inmobil., empres. y alquileres (060)",13,11,,2,,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",58,50,8,,,,,
"Enseñanza (062)",484,462,,21,,1,,
"Servicios sociales y de salud (063)",108,103,1,3,1,,,
"Otras activ. serv.comun.soc y personales (064)",67,12,5,41,,9,,
"Hogares privados con servicio doméstico (065)",136,,,,,,136,
"Actividad economica no especificada (067)",212,20,22,82,2,86,,
"Desocupado (068)",84,,,,,,,84
,,,,,,,,
"URBANA (069)",4962,1388,770,2053,57,443,85,166
"Agric., ganadería, caza y silvicultura (070)",1855,9,486,1027,27,306,,
"Explotación de minas y canteras (072)",6,2,3,1,,,,
"Industrias manufactureras (073)",183,8,46,116,8,5,,
"Suministro de electricidad, gas y agua (074)",6,4,2,,,,,
"Construcción (075)",177,5,134,27,4,7,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",621,44,5,495,8,69,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",30,6,3,16,1,4,,
"Comercio al por mayor (078)",19,4,,13,1,1,,
"Comercio al por menor (079)",572,34,2,466,6,64,,
"Hoteles y restaurantes (080)",181,18,10,141,4,8,,
"Trans., almac. y comunicaciones (081)",166,53,21,84,2,6,,
"Intermediación financiera (082)",20,20,,,,,,
"Activid.inmobil., empres. y alquileres (083)",70,51,2,16,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",274,240,34,,,,,
"Enseñanza (085)",773,751,,21,,1,,
"Servicios sociales y de salud (086)",146,134,1,10,1,,,
"Otras activ. serv.comun.soc y personales (087)",68,20,1,40,,7,,
"Hogares privados con servicio doméstico (088)",85,,,,,,85,
"Actividad economica no especificada (090)",165,29,25,75,2,34,,
"Desocupado (091)",166,,,,,,,166
"Hombres (092)",3391,821,694,1419,40,279,5,133
"Agric., ganadería, caza y silvicultura (093)",1666,9,443,957,22,235,,
"Explotación de minas y canteras (095)",5,1,3,1,,,,
"Industrias manufactureras (096)",150,7,38,96,5,4,,
"Suministro de electricidad, gas y agua (097)",6,4,2,,,,,
"Construcción (098)",175,5,133,26,4,7,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",230,19,5,185,5,16,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",24,3,3,16,1,1,,
"Comercio al por mayor (101)",9,2,,6,1,,,
"Comercio al por menor (102)",197,14,2,163,3,15,,
"Hoteles y restaurantes (103)",28,5,2,18,1,2,,
"Trans., almac. y comunicaciones (104)",154,47,21,79,2,5,,
"Intermediación financiera (105)",14,14,,,,,,
"Activid.inmobil., empres. y alquileres (106)",62,45,2,14,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",220,193,27,,,,,
"Enseñanza (108)",394,389,,5,,,,
"Servicios sociales y de salud (109)",62,55,,7,,,,
"Otras activ. serv.comun.soc y personales (110)",22,12,1,7,,2,,
"Hogares privados con servicio doméstico (111)",5,,,,,,5,
"Actividad economica no especificada (113)",65,16,17,24,,8,,
"Desocupado (114)",133,,,,,,,133
"Mujeres (115)",1571,567,76,634,17,164,80,33
"Agric., ganadería, caza y silvicultura (116)",189,,43,70,5,71,,
"Explotación de minas y canteras (118)",1,1,,,,,,
"Industrias manufactureras (119)",33,1,8,20,3,1,,
"Construcción (121)",2,,1,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",391,25,,310,3,53,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",6,3,,,,3,,
"Comercio al por mayor (124)",10,2,,7,,1,,
