"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia YUNGAY (000)",13784,13325,48,2541,2692,2090,3151,1911,720,172,459,48321
"De 12 a 14 años (001)",18,11,2,9,,,,,,,7,9
"De 15 a 19 años (002)",343,310,5,266,33,5,1,,,,33,351
"De 20 a 24 años (003)",1415,1259,10,758,370,99,21,1,,,156,1887
"De 25 a 29 años (004)",1690,1585,3,556,565,285,162,12,2,,105,3315
"De 30 a 34 años (005)",1766,1723,4,316,565,368,383,80,5,2,43,4783
"De 35 a 39 años (006)",1623,1597,1,180,388,362,450,174,37,5,26,5484
"De 40 a 44 años (007)",1309,1288,4,108,181,227,441,230,88,9,21,5410
"De 45 a 49 años (008)",1147,1127,2,67,148,159,351,265,105,30,20,5330
"De 50 y más años (009)",4473,4425,17,281,442,585,1342,1149,483,126,48,21752
"PEA (010)",3004,2849,14,605,718,482,617,279,114,20,155,9182
"De 12 a 14 años (011)",1,,,,,,,,,,1,
"De 15 a 19 años (012)",41,36,2,28,6,,,,,,5,40
"De 20 a 24 años (013)",247,203,4,131,62,6,,,,,44,273
"De 25 a 29 años (014)",339,293,1,136,110,33,12,1,,,46,510
"De 30 a 34 años (015)",450,429,2,124,168,65,62,7,1,,21,973
"De 35 a 39 años (016)",451,439,1,67,143,114,88,21,4,1,12,1253
"De 40 a 44 años (017)",373,363,1,38,70,89,110,42,12,1,10,1308
"De 45 a 49 años (018)",275,269,1,25,53,46,87,39,14,4,6,1068
"De 50 y más años (019)",827,817,2,56,106,129,258,169,83,14,10,3757
"Ocupada (020)",2920,2784,14,571,707,476,608,275,113,20,136,9033
"De 15 a 19 años (022)",35,31,2,23,6,,,,,,4,35
